id,item,barcode,code,rs,bdt
,,,,,
2250,Sharee,1112080001KSS-621,KSS-621,0,5000.00
,,,,,
2251,Sharee,1112080001KSS-952,KSS-952,0,10000.00
,,,,,
2252,Sharee,1112080001KSS-860,KSS-860,0,7050.00
,,,,,
2253,Sharee,1112080001KSS-1721,KSS-1721,0,14990.00
2254,Sharee,1112080001KSS-1439,KSS-1439,0,10685.00
,,,,,
2255,Sharee,1112080001KSS-1030,KSS-1030,0,11500.00
,,,,,
2256,Sharee,1112080001KSS-1188,KSS-1188,0,15000.00
,,,,,
2257,Sharee,1112080001KSS-862,KSS-862,0,7050.00
,,,,,
2258,Sharee,1112080001KSS-143,KSS-143,0,25200.00
,,,,,
2259,Sharee,1112080001KSS-1724,KSS-1724,0,17995.00
,,,,,
2260,Sharee,1112080001KSS-1100,KSS-1100,0,6585.00
,,,,,
2261,Sharee,1112080001KSS-9928,KSS-9928,0,27600.00
,,,,,
2262,Sharee,1112080001KSS-1688,KSS-1688,0,14300.00
,,,,,
2263,Sharee,1112080001KSS-855,KSS-855,0,5200.00
,,,,,
2264,Sharee,1112080001KSS-1020,KSS-1020,0,6750.00
,,,,,
2265,Sharee,1112080001KSS-1079,KSS-1079,0,5995.00
,,,,,
2266,Sharee,1112080001KSS-1838,KSS-1838,0,27875.00
,,,,,
2267,Sharee,1112080001KSS-1755,KSS-1755,0,21950.00
,,,,,
2268,Sharee,1112080001KSS-1479,KSS-1479,0,12500.00
,,,,,
2269,Sharee,1112080001KSS-1023,KSS-1023,0,7750.00
,,,,,
2270,Sharee,1112080001KSS-1131,KSS-1131,0,8500.00
,,,,,
2271,Sharee,1112080001KSS-1862,KSS-1862,0,17375.00
,,,,,
2272,Sharee,1112080001KSS-265,KSS-265,0,5600.00
,,,,,
2273,Sharee,1112080001KSS-134,KSS-134,0,18750.00
,,,,,
2274,Sharee,1112080001KSS-132,KSS-132,0,16800.00
,,,,,
2275,Sharee,1111150001KSS-2652310,KSS-2652310,0,52995.00
,,,,,
2276,Sharee,1112010001KSS-1441,KSS-1441,0,12075.00
,,,,,
2277,Sharee,1111300001KSS-66,KSS-66,0,37395.00
,,,,,
2278,Sharee,1112080001KSS-9944,KSS-9944,0,21950.00
,,,,,
2279,Sharee,1112080001KSS-1811,KSS-1811,0,20100.00
,,,,,
2280,Sharee,1112080001KSS-9946,KSS-9946,0,31000.00
,,,,,
2281,Sharee,1111300001KSS-991822,KSS-991822,0,13550.00
,,,,,
2282,Sharee,1110280001KSS-814,KSS-814,"1,995.00",5600.00
,,,,,
2283,Sharee,1111300001KSS-466,KSS-466,0,12200.00
,,,,,
2284,Sharee,1110280001KSS-849,KSS-849,"1,995.00",5600.00
,,,,,
2285,Sharee,1112290001KSS-735,KSS-735,0,3600.00
,,,,,
2286,Sharee,1112310001KSS-2053,KSS-2053,0,36295.00
,,,,,
2287,Sharee,1112310001KSS-1997,KSS-1997,0,51995.00
,,,,,
2288,Sharee,1112310001KSS-9940,KSS-9940,0,14900.00
,,,,,
2289,Sharee,1112290001KSS-2251,KSS-2251,0,36575.00
,,,,,
2290,Sharee,1112210001KSS-2398,KSS-2398,0,76985.00
,,,,,
2291,Sharee,1111300001KSS-507,KSS-507,0,5000.00
,,,,,
2292,Sharee,1112310001KSS-1228,KSS-1228,0,35000.00
,,,,,
2293,Sharee,1112290001KSS-1957,KSS-1957,0,46985.00
,,,,,
2294,Sharee,1112290001KSS-1839,KSS-1839,0,24575.00
,,,,,
2295,Sharee,1112310001KSS-1227,KSS-1227,0,41595.00
,,,,,
2296,Sharee,1112290001KSS-1959,KSS-1959,0,17285.00
,,,,,
2297,Sharee,1112310001KSS-2013,KSS-2013,0,30995.00
,,,,,
2298,Sharee,1112310001KSS-301,KSS-301,0,45450.00
,,,,,
2299,Sharee,1112210001KSS-2409,KSS-2409,0,72375.00
,,,,,
2300,Sharee,1112210001KSS-2208,KSS-2208,0,63675.00
,,,,,
2301,Sharee,1112210001KSS-1283,KSS-1283,0,35750.00
2302,Sharee,1112210001KSS-1945,KSS-1945,0,55645.00
,,,,,
2303,Sharee,1112210001KSS-2404,KSS-2404,0,98995.00
,,,,,
2304,Sharee,1112210001KSS-2400,KSS-2400,0,76985.00
,,,,,
2305,Sharee,1112210001KSS-2393,KSS-2393,0,47295.00
,,,,,
2306,Sharee,1112210001KSS-2396,KSS-2396,0,72365.00
,,,,,
2307,Sharee,1112190001kss-2405,kss-2405,0,78985.00
,,,,,
2308,Sharee,1112210001KSS-2401,KSS-2401,0,72365.00
,,,,,
2309,Sharee,1112210001KSS-2402,KSS-2402,0,60495.00
,,,,,
2310,Sharee,1112210001KSS-2407,KSS-2407,0,60485.00
,,,,,
2311,Sharee,1112210001KSS-1946,KSS-1946,0,77875.00
,,,,,
2312,Sharee,1112210001KSS-2207,KSS-2207,0,68595.00
,,,,,
2313,Sharee,1112210001KSS-448,KSS-448,0,63800.00
,,,,,
2314,Sharee,1112210001KSS-2397,KSS-2397,0,65775.00
,,,,,
2315,Sharee,1112290001KSS-2001,KSS-2001,0,7075.00
,,,,,
2316,Sharee,1112310001KSS-2081,KSS-2081,0,27785.00
,,,,,
2317,Sharee,1112310001KSS-2187,KSS-2187,0,24885.00
,,,,,
2318,Sharee,1112310001KSS-2082,KSS-2082,0,7385.00
,,,,,
2319,Sharee,1112310001KSS-11229,KSS-11229,0,16500.00
,,,,,
2320,Sharee,1112310001KSS-2079,KSS-2079,0,27785.00
,,,,,
2321,Sharee,1112310001KSS-122,KSS-122,0,14975.00
,,,,,
2322,Sharee,1106140001KSS-2308,KSS-2308,"8,995.00",26975.00
,,,,,
2323,Sharee,1106140001KSS-2321,KSS-2321,"6,295.00",23675.00
,,,,,
2324,Sharee,1106140001KSS-2324,KSS-2324,"8,995.00",28375.00
,,,,,
2325,Sharee,1106140001KSS-2326,KSS-2326,"9,995.00",29995.00
,,,,,
2326,Sharee,1106140001KSS-2331,KSS-2331,"3,995.00",17975.00
,,,,,
2327,Sharee,1106140001KSS-2332,KSS-2332,"7,995.00",26975.00
,,,,,
2328,Sharee,1106140001KSS-2337,KSS-2337,"8,995.00",28875.00
,,,,,
2329,Sharee,1106140001KSS-2338,KSS-2338,"12,995.00",41875.00
,,,,,
2330,Sharee,1106140001KSS-2339,KSS-2339,"14,995.00",42975.00
,,,,,
2331,Sharee,1106140001KSS-2340,KSS-2340,"4,995.00",17875.00
,,,,,
2332,Sharee,1008280001KSS-991823,KSS-991823,0,9550.00
,,,,,
2333,Sharee,1008250001KSS-2107,KSS-2107,"4,995.00",15785.00
,,,,,
2334,Sharee,1107260001KSS-2445,KSS-2445,"8,595.00",26795.00
,,,,,
2335,Sharee,1107260001KSS-2440,KSS-2440,"5,295.00",16885.00
,,,,,
2336,Sharee,1107260001KSS-2430,KSS-2430,"5,595.00",17785.00
,,,,,
2337,Sharee,1107260001KSS-2433,KSS-2433,"5,995.00",18995.00
,,,,,
2338,Sharee,1107260001KSS-2435,KSS-2435,"6,595.00",20785.00
,,,,,
2339,Sharee,1107260001KSS-2436,KSS-2436,"6,295.00",19885.00
,,,,,
2340,Sharee,1107260001KSS-2437,KSS-2437,"6,595.00",20785.00
,,,,,
2341,Sharee,1107260001KSS-2438,KSS-2438,"6,595.00",20785.00
,,,,,
2342,Sharee,1107260001KSS-2439,KSS-2439,"5,395.00",17185.00
,,,,,
2343,Sharee,1107260001KSS-2427,KSS-2427,"8,595.00",26995.00
,,,,,
2344,Sharee,1107260001KSS-2415,KSS-2415,"8,595.00",26995.00
,,,,,
2345,Sharee,1107260001KSS-2418,KSS-2418,"9,995.00",30995.00
,,,,,
2346,Sharee,1107260001KSS-2372,KSS-2372,"5,995.00",18995.00
,,,,,
2347,Sharee,1107260001KSS-2373,KSS-2373,"5,395.00",17395.00
,,,,,
2348,Sharee,1107260001KSS-2376,KSS-2376,"8,995.00",27985.00
,,,,,
2349,Sharee,1107260001KSS-2378,KSS-2378,"5,595.00",17785.00
2350,Sharee,1107260001KSS-2382,KSS-2382,"5,595.00",17785.00
,,,,,
2351,Sharee,1107260001KSS-2383,KSS-2383,"5,595.00",17785.00
,,,,,
2352,Sharee,1107260001KSS-2384,KSS-2384,"5,595.00",17785.00
,,,,,
2353,Sharee,1107260001KSS-2399,KSS-2399,"13,595.00",41785.00
,,,,,
2354,Sharee,1011130001KSS-2183,KSS-2183,"279,956.00",27285.00
,,,,,
2355,Sharee,1011130001KSS-2162,KSS-2162,"647,952.00",16775.00
,,,,,
2356,Sharee,1011130001KSS-2180,KSS-2180,"279,956.00",27285.00
,,,,,
2357,Sharee,1011120001KSS-2171,KSS-2171,"365,958.00",22675.00
,,,,,
2358,Sharee,1011120001KSS-2179,KSS-2179,"672,958.00",24975.00
,,,,,
2359,Sharee,1011120001KSS-2173,KSS-2173,"246,957.00",16395.00
,,,,,
2360,Sharee,1011120001KSS-2149,KSS-2149,"949,952.00",17385.00
,,,,,
2361,Sharee,1011120001KSS-2185,KSS-2185,"365,954.00",22675.00
,,,,,
2362,Sharee,1104250001lob-0024,lob-0024,0,49875.00
,,,,,
2363,Sharee,1111300001LOB-0006,LOB-0006,0,34500.00
,,,,,
2364,Sharee,1012250001LOB-0004,LOB-0004,0,16575.00
,,,,,
2365,Sharee,1012250001LOB-0002,LOB-0002,0,23275.00
,,,,,
2366,Sharee,1012250001LOB-0008,LOB-0008,0,14995.00
,,,,,
2367,Sharee,1012250001LOB-0011,LOB-0011,0,29500.00
,,,,,
2368,Sharee,1012250001MON-60390,MON-60390,0,9975.00
,,,,,
2369,Sharee,1012250001MON-60394,MON-60394,0,21975.00
,,,,,
2370,Sharee,1012250001MON-60391,MON-60391,0,21500.00
,,,,,
2371,Sharee,1012250001MON-60393,MON-60393,0,10950.00
,,,,,
2372,Sharee,1104250001MON-60822,MON-60822,0,46875.00
,,,,,
2373,Sharee,1104250001MON-60823,MON-60823,0,64900.00
,,,,,
2374,Sharee,1104250001MON-60819,MON-60819,0,41875.00
,,,,,
2375,Sharee,1104250001MON-60820,MON-60820,0,46495.00
,,,,,
2376,Sharee,1105180001MON-60894,MON-60894,0,22875.00
,,,,,
2377,Sharee,1105300001MON-61012,MON-61012,0,22500.00
,,,,,
2378,Panjabi,1105280004MON-60915,MON-60915,0,11375.00
,,,,,
2379,Panjabi,1105280004MON-60916,MON-60916,0,12675.00
,,,,,
2380,Sharee,1008170001MON-60059,MON-60059,0,36999.00
,,,,,
2381,Panjabi,1008200004MON-60075,MON-60075,0,3750.00
,,,,,
2382,Panjabi,1008200004MON-60079,MON-60079,0,3750.00
,,,,,
2383,Sharee,1108060001MON-61227,MON-61227,0,56500.00
,,,,,
2384,Sharee,1108100001MON-61246,MON-61246,0,26575.00
,,,,,
2385,Sharee,1108160001MON-61300,MON-61300,0,48375.00
,,,,,
2386,Sharee,1108160001MON-61255,MON-61255,0,16500.00
,,,,,
2387,Sharee,1108160001MON-61259,MON-61259,0,22875.00
,,,,,
2388,Sharee,1008310001MON-60138,MON-60138,"12,000.00",36995.00
,,,,,
2389,Sharee,1008310001MON-60139,MON-60139,"10,000.00",32250.00
,,,,,
2390,Panjabi,1009040004MON-60161,MON-60161,0,1200.00
,,,,,
2391,Sharee,1008310001MON-60140,MON-60140,"8,000.00",23575.00
,,,,,
2392,Sharee,1008310001MON-60143,MON-60143,"9,995.00",29995.00
,,,,,
2393,Sharee,1110130001MON-61447,MON-61447,0,19875.00
,,,,,
2394,Sharee,1110130001MON-61449,MON-61449,0,17500.00
,,,,,
2395,Sharee,1110130001MON-61450,MON-61450,0,21250.00
,,,,,
2396,Sharee,1110130001MON-61451,MON-61451,0,21250.00
,,,,,
2397,Sharee,1110130001MON-61452,MON-61452,0,22200.00
2398,Sharee,1110130001MON-61453,MON-61453,0,24775.00
,,,,,
2399,Sharee,1110130001MON-61454,MON-61454,0,22375.00
,,,,,
2400,Sharee,1110130001MON-61455,MON-61455,0,19975.00
,,,,,
2401,Sharee,1110130001MON-61457,MON-61457,0,23675.00
,,,,,
2402,Sharee,1110130001MON-61458,MON-61458,0,36575.00
,,,,,
2403,Sharee,1110130001MON-61459,MON-61459,0,28050.00
,,,,,
2404,Sharee,1110130001MON-61460,MON-61460,0,19975.00
,,,,,
2405,Sharee,1109160001MON-61332,MON-61332,0,27500.00
,,,,,
2406,Sharee,1109160001MON-61334,MON-61334,0,16575.00
,,,,,
2407,Sharee,1108290001MON-61327,MON-61327,0,44500.00
,,,,,
2408,Sharee,1010160001MON-60205,MON-60205,0,25375.00
,,,,,
2409,Sharee,1108210001MON-61310,MON-61310,0,11975.00
,,,,,
2410,Sharee,1108190001MON-61309,MON-61309,0,21975.00
,,,,,
2411,Sharee,1111300001MON-70162,MON-70162,0,65500.00
,,,,,
2412,Sharee,1111300001MON-70160,MON-70160,0,13275.00
,,,,,
2413,Sharee,1111300001MON-70164,MON-70164,0,13900.00
,,,,,
2414,Sharee,1111300001MON-70156,MON-70156,0,24995.00
,,,,,
2415,Sharee,1105300001MON-61464,MON-61464,0,32995.00
,,,,,
2416,Panjabi,1110270004MON-61490,MON-61490,0,3390.00
,,,,,
2417,Sharee,1111300001MON-70159,MON-70159,0,22500.00
,,,,,
2418,Panjabi,1110270004MON-61489,MON-61489,0,8490.00
,,,,,
2419,Panjabi,1110270004MON-61497,MON-61497,0,3990.00
,,,,,
2420,Sharee,1110270001MON-927,MON-927,0,6250.00
,,,,,
2421,Panjabi,1110270004MON-61493,MON-61493,0,3750.00
,,,,,
2422,Panjabi,1110270004MON-61499,MON-61499,0,6490.00
,,,,,
2423,Sharee,1105300001MON-61463,MON-61463,0,46875.00
,,,,,
2424,Panjabi,1110270004MON-61498,MON-61498,0,4750.00
,,,,,
2425,Panjabi,1110270004MON-61496,MON-61496,0,3990.00
,,,,,
2426,Panjabi,1110270004MON-61501,MON-61501,0,3750.00
,,,,,
2427,Sharee,1110270001MON-61013,MON-61013,0,2995.00
,,,,,
2428,Panjabi,1110270004MON-61502,MON-61502,0,5960.00
,,,,,
2429,Panjabi,1110270004MON-61491,MON-61491,0,3990.00
,,,,,
2430,Panjabi,1110270004MON-61500,MON-61500,0,8490.00
,,,,,
2431,Panjabi,1110270004MON-61492,MON-61492,0,4750.00
,,,,,
2432,Panjabi,1110270004MON-61495,MON-61495,0,8490.00
,,,,,
2433,Panjabi,1110270004MON-61494,MON-61494,0,7990.00
,,,,,
2434,Panjabi,1110270004MON-61487,MON-61487,0,4750.00
,,,,,
2435,Panjabi,1110270004MON-61488,MON-61488,0,7990.00
,,,,,
2436,Sharee,1110270001MON-634,MON-634,0,5000.00
,,,,,
2437,Sharee,1010200001MON-60253,MON-60253,0,28675.00
,,,,,
2438,Sharee,1010130001MON-60194,MON-60194,0,30675.00
,,,,,
2439,Sharee,1011100001MON-60318,MON-60318,0,36375.00
,,,,,
2440,Sharee,1011090001MON-60317,MON-60317,0,28000.00
,,,,,
2441,Sharee,1103140001MON-60706,MON-60706,"10,000.00",19875.00
,,,,,
2442,Sharee,1107290001MON-61189,MON-61189,0,26875.00
,,,,,
2443,Sharee,1101060001MON-60459,MON-60459,"9,016.00",28350.00
,,,,,
2444,Sharee,1112310001MON-60817,MON-60817,0,32875.00
,,,,,
2445,Sharee,1112310001MON-1051,MON-1051,0,45775.00
2446,Sharee,1112290001MON-633,MON-633,0,4000.00
,,,,,
2447,Sharee,1112310001MON-60141,MON-60141,0,24915.00
,,,,,
2448,Sharee,1111030001MON-70013,MON-70013,"8,000.00",27975.00
,,,,,
2449,Sharee,1112070001MON-70184,MON-70184,0,22575.00
,,,,,
2450,Sharee,1112310001MON-60818,MON-60818,0,37375.00
,,,,,
2451,Sharee,1112310001MON-60164,MON-60164,0,42995.00
,,,,,
2452,Sharee,1111300001MON-70163,MON-70163,0,23575.00
,,,,,
2453,Sharee,1112070001MON-70192,MON-70192,0,22575.00
,,,,,
2454,Sharee,1111300001MON-70158,MON-70158,0,17375.00
,,,,,
2455,Sharee,1111300001MON-70157,MON-70157,0,7375.00
,,,,,
2456,Sharee,1111300001MON-70161,MON-70161,0,19995.00
,,,,,
2457,Sharee,1112080001MON-339,MON-339,0,4500.00
,,,,,
2458,Sharee,1112080001MON-329,MON-329,0,14000.00
,,,,,
2459,Sharee,1112080001MON-258,MON-258,0,9000.00
,,,,,
2460,Sharee,1112070001MON-70186,MON-70186,0,16975.00
,,,,,
2461,Sharee,1112080001MON-304,MON-304,0,24500.00
,,,,,
2462,Sharee,1112070001MON-70190,MON-70190,0,18575.00
,,,,,
2463,Sharee,1112080001MON-333,MON-333,0,45950.00
,,,,,
2464,Sharee,1112080001MON-317,MON-317,0,21840.00
,,,,,
2465,Sharee,1112080001MON-315,MON-315,0,7900.00
,,,,,
2466,Sharee,1112070001MON-70187,MON-70187,0,19875.00
,,,,,
2467,Sharee,1112080001MON-9936,MON-9936,0,27500.00
,,,,,
2468,Sharee,1112080001MON-945,MON-945,0,33575.00
,,,,,
2469,Sharee,1112080001MON-320,MON-320,0,15200.00
,,,,,
2470,Sharee,1112070001MON-70185,MON-70185,0,21975.00
,,,,,
2471,Sharee,1112010001MS2-10262,MS2-10262,"5,995.00",21985.00
,,,,,
2472,Sharee,1112010001MS2-8551,MS2-8551,"4,995.00",19985.00
,,,,,
2473,Sharee,1112010001MS2-10261,MS2-10261,"5,995.00",21985.00
,,,,,
2474,Sharee,1112010001MS2-8762,MS2-8762,"5,295.00",19875.00
,,,,,
2475,Sharee,1112010001MS2-10521,MS2-10521,"5,995.00",22985.00
,,,,,
2476,Sharee,1112010001MS2-10021,MS2-10021,"5,995.00",22985.00
,,,,,
2477,Sharee,1112010001MS2-8761,MS2-8761,"5,295.00",19875.00
,,,,,
2478,Sharee,1112010001MS2-9881,MS2-9881,"5,295.00",19875.00
,,,,,
2479,Sharee,1112010001MS2-12572,MS2-12572,"5,695.00",19975.00
,,,,,
2480,Sharee,1112010001MS2-9931,MS2-9931,"5,295.00",19875.00
,,,,,
2481,Sharee,1112010001MS2-11782,MS2-11782,"7,695.00",25975.00
,,,,,
2482,Sharee,1112010001MS2-10023,MS2-10023,"5,995.00",22985.00
,,,,,
2483,Sharee,1112010001MS2-9882,MS2-9882,"5,295.00",19875.00
,,,,,
2484,Sharee,1112010001MS2-11091,MS2-11091,"5,895.00",24575.00
,,,,,
2485,Sharee,1112010001MS2-8552,MS2-8552,"4,995.00",19985.00
,,,,,
2486,Sharee,1112010001MS2-9441,MS2-9441,"5,995.00",21985.00
,,,,,
2487,Sharee,1112010001MS2-12571,MS2-12571,"5,695.00",19975.00
,,,,,
2488,Sharee,1112010001MS2-11092,MS2-11092,"5,895.00",24575.00
,,,,,
2489,Sharee,1107190001MS2-7362,MS2-7362,"5,995.00",23475.00
,,,,,
2490,Sharee,1107190001MS2-0162,MS2-0162,"5,995.00",23375.00
,,,,,
2491,Sharee,1107190001MS2-0321,MS2-0321,"5,495.00",23375.00
,,,,,
2492,Sharee,1107190001MS2-0323,MS2-0323,"5,495.00",23375.00
,,,,,
2493,Sharee,1107190001MS2-813,MS2-813,"5,395.00",19975.00
2494,Sharee,1106130001MS2-2305121,MS2-2305121,0,22875.00
,,,,,
2495,Sharee,1112010001MS2-13141,MS2-13141,"6,895.00",24875.00
,,,,,
2496,Sharee,1112010001MS2-10022,MS2-10022,"5,995.00",22985.00
,,,,,
2497,Sharee,1112010001MS2-12161,MS2-12161,"5,395.00",19995.00
,,,,,
2498,Sharee,1112010001MS2-11561,MS2-11561,"6,395.00",23875.00
,,,,,
2499,Sharee,1106170001MS2-2305181,MS2-2305181,"3,895.00",15875.00
,,,,,
2500,Sharee,1106130001MS2-230561,MS2-230561,"4,395.00",17875.00
,,,,,
2501,Sharee,1106130001MS2-230512,MS2-230512,"3,995.00",19775.00
,,,,,
2502,Sharee,1106130001MS2-230513,MS2-230513,"3,995.00",19775.00
,,,,,
2503,Panjabi,0910210004MON-357,MON-357,0,2500.00
,,,,,
2504,Panjabi,0910210004MON-587,MON-587,0,2950.00
,,,,,
2505,Panjabi,0910210004STN-8,STN-8,0,2500.00
,,,,,
2506,Panjabi,09102100040MV-2,0MV-2,0,4900.00
,,,,,
2507,Sharee,1112080001NEW-0034,NEW-0034,0,21750.00
,,,,,
2508,Sharee,1010210001NEW-0039,NEW-0039,0,29375.00
,,,,,
2509,Sharee,1010210001NEW-0043,NEW-0043,0,47675.00
,,,,,
2510,Sharee,1010210001NEW-0035,NEW-0035,0,27375.00
,,,,,
2511,Sharee,1010210001NEW-0037,NEW-0037,0,21275.00
,,,,,
2512,Sharee,1010210001NEW-0038,NEW-0038,0,9675.00
,,,,,
2513,Sharee,1010210001NEW-0027,NEW-0027,0,39675.00
,,,,,
2514,Sharee,1010210001NEW-0028,NEW-0028,"8,995.00",32895.00
,,,,,
2515,Sharee,1010210001NEW-0030,NEW-0030,0,12575.00
,,,,,
2516,Sharee,1010210001NEW-0004,NEW-0004,0,38775.00
,,,,,
2517,Sharee,1010210001NEW-0007,NEW-0007,0,42675.00
,,,,,
2518,Sharee,1010210001NEW-0009,NEW-0009,0,52375.00
,,,,,
2519,Sharee,1010210001NEW-0010,NEW-0010,0,11500.00
,,,,,
2520,Sharee,1010210001NEW-0011,NEW-0011,0,37755.00
,,,,,
2521,Sharee,1010210001NEW-0015,NEW-0015,0,72375.00
,,,,,
2522,Sharee,1010210001NEW-0016,NEW-0016,0,19950.00
,,,,,
2523,Sharee,1010210001NEW-0020,NEW-0020,0,18000.00
,,,,,
2524,Sharee,1102030001NST-0002,NST-0002,"19,985.00",49975.00
,,,,,
2525,Sharee,1112310001PAL-2,PAL-2,0,54875.00
,,,,,
2526,Sharee,1108070001PAL-5,PAL-5,"10,895.00",33975.00
,,,,,
2527,Sharee,1108060001PRI-000,PRI-000,0,54375.00
,,,,,
2528,Sharee,1008170001PRI-110,PRI-110,"12,687.00",39250.00
,,,,,
2529,Sharee,1008170001PRI-113,PRI-113,"21,455.00",65500.00
,,,,,
2530,Sharee,1008170001PRI-118,PRI-118,"15,043.00",47500.00
,,,,,
2531,Sharee,1008170001PRI-119,PRI-119,"17,500.00",53500.00
,,,,,
2532,Sharee,1108010001PRI-3074,PRI-3074,"12,800.00",47875.00
,,,,,
2533,Sharee,1108010001PRI-3257,PRI-3257,"14,500.00",48675.00
,,,,,
2534,Sharee,1108010001PRI-3238,PRI-3238,"17,650.00",49975.00
,,,,,
2535,Sharee,1108010001PRI-3078,PRI-3078,"17,900.00",54975.00
,,,,,
2536,Sharee,1108010001PRI-3258,PRI-3258,"13,200.00",42975.00
,,,,,
2537,Sharee,1108010001PRI-3259,PRI-3259,"14,200.00",43675.00
,,,,,
2538,Sharee,1108010001PRI-3239,PRI-3239,"17,500.00",53575.00
,,,,,
2539,Sharee,1009050001PRI-56155,PRI-56155,"15,000.00",49995.00
,,,,,
2540,Sharee,1008290001PRI-56154,PRI-56154,"23,000.00",69875.00
,,,,,
2541,Sharee,1112310001RIM-2,RIM-2,0,91975.00
2542,Sharee,1112310001RIT-1181,RIT-1181,0,49775.00
,,,,,
2543,Sharee,1112310001RIT-1172,RIT-1172,0,48850.00
,,,,,
2544,Sharee,1112310001RIT-1146,RIT-1146,0,59875.00
,,,,,
2545,Sharee,1112310001RIT-1171,RIT-1171,0,68500.00
,,,,,
2546,Sharee,1112310001RIT-1145,RIT-1145,0,63975.00
,,,,,
2547,Sharee,1112310001RIT-1143,RIT-1143,0,68975.00
,,,,,
2548,Sharee,1108020001RIT-1147,RIT-1147,"15,950.00",69875.00
,,,,,
2549,Sharee,1108020001RIT-1141,RIT-1141,"18,950.00",69425.00
,,,,,
2550,Sharee,1108020001RIT-1144,RIT-1144,"15,950.00",49775.00
,,,,,
2551,Sharee,1108020001RIT-1173,RIT-1173,"14,950.00",45850.00
,,,,,
2552,Sharee,1105190001SEN-030513,SEN-030513,0,21995.00
,,,,,
2553,Sharee,1112270001SET-099,SET-099,0,42275.00
,,,,,
2554,Sharee,1112310001SHN-282,SHN-282,0,7975.00
,,,,,
2555,Sharee,1112310001SHN-291,SHN-291,0,7975.00
,,,,,
2556,Sharee,1112310001SHN-292,SHN-292,0,7975.00
,,,,,
2557,Sharee,1112310001SHN-293,SHN-293,0,7975.00
,,,,,
2558,Sharee,1112310001SHN-261,SHN-261,0,7975.00
,,,,,
2559,Sharee,1112310001SHN-301,SHN-301,0,8975.00
,,,,,
2560,Sharee,1112100001SHN-294,SHN-294,0,7975.00
,,,,,
2561,Sharee,1112310001SHN-262,SHN-262,0,7975.00
,,,,,
2562,Sharee,1107270001SHN-14,SHN-14,"2,335.00",9995.00
,,,,,
2563,Sharee,1107270001SHN-22,SHN-22,"2,690.00",9775.00
,,,,,
2564,Sharee,1107270001SHN-11,SHN-11,"2,335.00",9995.00
,,,,,
2565,Sharee,1107270001SHN-13,SHN-13,"2,335.00",9995.00
,,,,,
2566,Sharee,1107270001SHN-31,SHN-31,"2,335.00",9875.00
,,,,,
2567,Sharee,1107270001SHN-25,SHN-25,"2,690.00",9775.00
,,,,,
2568,Sharee,1107270001SHN-41,SHN-41,"2,545.00",8975.00
,,,,,
2569,Sharee,1107270001SHN-34,SHN-34,"2,335.00",9875.00
,,,,,
2570,Sharee,1107270001SHN-53,SHN-53,"2,515.00",9995.00
,,,,,
2571,Sharee,1107270001SHN-62,SHN-62,"2,655.00",9755.00
,,,,,
2572,Sharee,1107270001SHN-64,SHN-64,"2,655.00",9755.00
,,,,,
2573,Sharee,1107270001SHN-71,SHN-71,"2,655.00",9755.00
,,,,,
2574,Sharee,1107270001SHN-235,SHN-235,"2,515.00",9999.00
,,,,,
2575,Sharee,1107270001SHN-234,SHN-234,"2,515.00",9999.00
,,,,,
2576,Sharee,1107270001SHN-252,SHN-252,"2,515.00",8975.00
,,,,,
2577,Sharee,1107270001SHN-244,SHN-244,"2,910.00",9975.00
,,,,,
2578,Sharee,1107270001SHN-223,SHN-223,"2,505.00",9595.00
,,,,,
2579,Sharee,1107270001SHN-212,SHN-212,"2,570.00",8975.00
,,,,,
2580,Sharee,1107270001SHN-213,SHN-213,"2,570.00",8975.00
,,,,,
2581,Sharee,1107270001SHN-221,SHN-221,"2,505.00",9595.00
,,,,,
2582,Sharee,1107270001SHN-222,SHN-222,"2,505.00",9595.00
,,,,,
2583,Sharee,1107270001SHN-271,SHN-271,"2,350.00",8775.00
,,,,,
2584,Sharee,1107270001SHN-272,SHN-272,"2,350.00",8775.00
,,,,,
2585,Sharee,1107270001SHN-273,SHN-273,"2,350.00",8775.00
,,,,,
2586,Sharee,1107270001SHN-281,SHN-281,"2,150.00",7975.00
,,,,,
2587,Sharee,1107270001SHN-283,SHN-283,"2,150.00",7975.00
,,,,,
2588,Sharee,1107270001SHN-303,SHN-303,"2,625.00",8975.00
,,,,,
2589,Sharee,1107270001SHN-304,SHN-304,"2,625.00",8975.00
2590,Sharee,1107270001SHN-311,SHN-311,"2,095.00",9875.00
,,,,,
2591,Sharee,1107270001SHN-313,SHN-313,"2,095.00",9375.00
,,,,,
2592,Sharee,1107270001SHN-91,SHN-91,"2,655.00",9755.00
,,,,,
2593,Sharee,1107270001SHN-101,SHN-101,"2,690.00",9775.00
,,,,,
2594,Sharee,1107270001SHN-102,SHN-102,"2,690.00",9775.00
,,,,,
2595,Sharee,1107270001SHN-111,SHN-111,"2,450.00",9965.00
,,,,,
2596,Sharee,1107270001SHN-112,SHN-112,"2,450.00",9965.00
,,,,,
2597,Sharee,1107270001SHN-113,SHN-113,"2,450.00",9965.00
,,,,,
2598,Sharee,1107270001SHN-114,SHN-114,"2,450.00",9965.00
,,,,,
2599,Sharee,1107270001SHN-124,SHN-124,"2,585.00",8975.00
,,,,,
2600,Sharee,1107270001SHN-131,SHN-131,"2,375.00",9875.00
,,,,,
